"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Demaryius Thomas","WR","DEN",497328,1987-12-25,12.544628273366,10.0875,14.0564788576102,2.0228528023045,21,0.218144204012097,4,6,16.1,3.9,3.33844249892784
"Demetrius Harris","TE","KC",2541187,1991-07-29,2.50482142857143,1.2125,3.0977110817942,0.876797452710537,47,0.0691904761904758,16,3,46.6,2.2,2.75085962754988
"Denard Robinson","RB","JAC",2539260,1990-09-22,0,0,0,NA,109,0,28,3,NA,NA,NA
"Dennis Pitta","TE","BAL",497254,1985-06-29,0,0,0,NA,90,0,0,6,NA,NA,NA
"Deonte Thompson","WR","CHI",2534436,1989-02-14,4.4125,4.4125,4.4125,0,82,0.019797619047619,19,4,84.4,7.1,5.27894760966905
"Derek Anderson","QB","CAR",2506546,1983-06-15,0.034,0.034,0.034,0,44,0.019,28,11,NA,NA,3.79321556663568
"Derek Carr","QB","OAK",2543499,1991-03-28,16.8639178470255,16.8,16.9145519791044,0.0696905945109884,14,0.0574008498583574,7,2,4.2,1.3,2.94351734026419
"Derek Carrier","TE","WAS",2534241,1990-07-25,0.1875,0.1875,0.1875,2.74513401690536e-17,86,0.025,25,4,NA,NA,NA
"Derrick Coleman","RB","FA",2534871,1990-10-18,0,0,0,NA,109,0,28,4,NA,NA,NA
"Derrick Henry","RB","TEN",2556075,1994-07-17,8.70268065431836,5.805,11.1795340642945,3.00079642565366,22,0.164209672840821,7,0,24.2,5.3,4.69691980588014
"Devin Fuller","WR","ATL",2556212,1994-01-29,0,0,0,NA,154,0,39,0,NA,NA,NA
"Devin Funchess","WR","CAR",2552458,1994-05-21,5.34402380952381,4.395,6.04109486434108,0.886625936855087,71,0.219232142857143,16,1,47.2,8.3,6.006637026197
"Devin Smith","WR","NYJ",2553434,1992-03-03,0,0,0,NA,154,0,39,1,NA,NA,NA
"Devin Street","WR","IND",2543641,1991-03-30,0,0,0,NA,154,0,39,2,NA,NA,NA
"Devon Johnson","RB","FA",2556854,1993-07-28,0,0,0,NA,109,NA,28,0,NA,NA,NA
"Devonta Freeman","RB","ATL",2543583,1992-03-15,14.9771547619048,13.1125,16.6297681838171,1.99302721209755,7,0.771487743216241,3,2,6.5,2.6,3.1992052126565
"Devontae Booker","RB","DEN",2555223,1992-05-27,4.8890828611898,3.95,5.63300099734907,1.02389623457269,52,0.259672295935384,15,0,93,18,11.7417254851172
"Dexter McCluster","WR","SD",497190,1988-08-25,0,0,0,NA,154,0,0,6,NA,NA,NA
"Dez Bryant","WR","DAL",497278,1988-11-04,13.7615330352707,10.2875,15.5383080425781,2.46963852970064,15,0.109706993825847,3,6,13.6,4.2,3.52036485305983
"Dezmin Lewis","WR","BUF",2552411,1992-12-05,0,0,0,NA,154,0,39,1,NA,NA,NA
"Dion Lewis","RB","NE",2495469,1990-09-27,5.7825,5.7825,5.7825,0,45,0.507074688796681,13,5,66.6,7.8,6.0836925773835
"Dion Sims","TE","MIA",2540200,1991-02-18,4.3125,4.3125,4.3125,1.25638607103182e-15,27,0.060496138540401,11,3,NA,NA,NA
"Dolphins","DST","MIA",100019,NA,7.8,3.8,11.8060790273556,7.07106781186547,31,NA,19,46,6.6,3.1,7.43037364500792
"Dom Williams","WR","SD",2556827,1990-09-02,0,0,0,NA,154,0,39,0,NA,NA,NA
"Dominique Jones","TE","MIA",2535724,1987-08-15,0,0,0,NA,90,0,0,4,NA,NA,NA
"Donte Moncrief","WR","IND",2543614,1993-08-06,11.4239523809524,8.0475,13.9437639401935,3.14559325072757,27,0.341263253743422,5,2,61.3,5.8,4.49061740843043
"Dontrelle Inman","WR","SD",2530700,1989-01-31,3.175,3.175,3.175,6.28193035515912e-16,101,0.0500000000000003,25,3,NA,NA,NA
"Dorial Green-Beckham","WR","PHI",2552491,1993-04-12,3.125,3.125,3.125,0,102,0.0529173408558656,25,1,NA,NA,NA
"Doug Baldwin","WR","SEA",2530747,1988-09-21,13.6603214285714,11.78,15.5653794854881,2.27447059440378,16,0.0865814126155691,3,5,15.3,4.4,3.64164642248116
"Doug Martin","RB","TB",2532899,1989-01-13,13.1836791784703,11.1075,14.485813443197,1.95310416138588,12,0.698197184644407,4,4,NA,NA,NA
"Drew Brees","QB","NO",2504775,1979-01-15,18.5480538243626,15.938,20.1850226143048,2.45533094574225,6,0.354417847025498,4,15,7.1,2.5,7.50875768712556
"Drew Stanton","QB","ARI",2495748,1984-05-07,-0.0239999999999999,-0.0240000000000002,-0.0240000000000001,8.84692343792712e-17,85,0.624,30,9,NA,NA,3.79321556663569
"Dri Archer","RB","BUF",2543596,1991-08-09,0,0,0,NA,109,0,28,2,NA,NA,NA
"DuJuan Harris","RB","SF",2530690,1988-09-03,0,0,0,NA,109,0,28,5,NA,NA,NA
"Duke Johnson","RB","CLE",2552461,1993-09-23,7.25065446384217,5.47119970193741,8.89694954300867,1.97799371470569,31,0.361121268821423,9,1,39,4.4,4.19768160813893
"Dustin Hopkins","K","WAS",2539227,1990-10-01,7.56489568009945,2.746,9.88281976744186,3.34093068161467,4,0.209448339741988,1,3,10.6,3.1,6.66911414856359
"Dwayne Allen","TE","IND",2533046,1990-02-24,6.83136237897649,1.55,10.2944177368557,5.11328917692386,15,0.262850474214581,6,4,NA,NA,NA
"Dwayne Harris","WR","NYG",2495159,1987-09-16,2.13255952380952,0.4425,3.00942941952507,1.20985581893165,116,0.166870254062877,27,5,NA,NA,NA
"Dwayne Washington","RB","DET",2556118,1994-04-24,1.57790611028316,0.4875,2.37420676155448,1.12216510440688,85,0.0250195035838479,20,0,75.5,6.1,5.14068709276121
"E.J. Bibbs","TE","FA",2553791,1991-08-28,0,0,0,NA,90,0,0,1,NA,NA,NA
"E.J. Manuel","QB","BUF",2539228,1990-03-19,0,0,0,NA,48,0,30,3,NA,NA,NA
"Eagles","DST","PHI",100025,NA,11.4538002980626,7.3,14.4587242196241,5.75717520021998,9,0.207600596125186,6,46,6.4,3.5,6.04951986560161
"Ed Dickson","TE","CAR",497224,1987-07-25,2.57129284649776,1.9625,2.98177117630749,0.59556248557907,46,0.0688821322120501,15,6,24.2,3.7,3.56905943967806
"Eddie Lacy","RB","GB",2540168,1990-06-02,10.9038796680498,5.7575,14.2784251743505,4.98260213344416,16,0.509987329579136,6,3,NA,NA,NA
"Eddie Royal","WR","CHI",1990,1986-05-21,5,5,5,0,73,0.0621309523809526,17,8,NA,NA,NA
"Eli Manning","QB","NYG",2505996,1981-01-03,16.8130339943343,14.626,18.1846939799831,2.05738755099834,15,0.100483002832856,7,12,23.4,2.3,6.74752890659102
"Eli Rogers","WR","PIT",2553737,1992-12-23,7.95795238095238,2.385,10.9117546174142,4.04487247086969,45,0.168198873740369,8,1,82.8,6.5,4.91510290140507
"Emmanuel Sanders","WR","DEN",497322,1987-03-17,8.59291934568164,6.23380029806259,9.97945494186046,1.80518060082698,41,0.414410429459551,8,6,23.6,3.7,3.21716092950652
"Eric Decker","WR","NYJ",497284,1987-03-15,11.4346473029046,8.1125,13.6130208344738,3.21642383709726,26,0.0390415090289391,5,6,NA,NA,NA
"Eric Ebron","TE","DET",2543466,1993-04-10,3.96794047619048,1.25,5.73763444767442,2.33136638989279,31,0.077643035812565,11,2,10.1,2.7,3.02359289825927
"Eric Weems","WR","ATL",2507029,1985-07-04,0.0125,0.0125,0.0125,NA,153,0.0125,39,9,NA,NA,NA
"Erik Swoope","TE","IND",2550405,1992-05-08,0.2,0.2,0.2,6.20068507644819e-17,85,0.01875,25,2,NA,NA,NA
"Ezekiel Elliott","RB","DAL",2555224,1995-07-22,15.9124053580299,11.25,18.5334583182008,3.62126839266848,4,0.58788273898233,2,0,4.5,1.8,2.75543792577543
"Falcons","DST","ATL",100001,NA,10.0658718330849,3.4,15.0124153488646,6.49769611205971,18,0.108271236959762,13,46,22.9,3.9,7.85860908174542
"Fitzgerald Toussaint","RB","PIT",2550738,1990-05-04,2.125,2.125,2.125,0,81,0.283683477042084,19,2,NA,NA,NA
"Fozzy Whittaker","RB","CAR",2540037,1989-02-22,0.925197466467958,0.5,1.23571023439387,0.437581699930727,94,0.506447466467958,21,4,81.6,13.6,9.30100540727129
"Frank Gore","RB","IND",2506404,1983-05-14,8.16976934568164,7.7625,8.57904110938684,0.484869419307716,26,0.0914491075864028,8,11,25.9,3.7,3.80938523211798
"Frankie Hammond","WR","NYJ",2541828,1990-02-17,0,0,0,NA,154,0,39,3,NA,NA,NA
"Freddie Martino","WR","TB",2550223,1991-09-07,0,0,0,NA,154,0,39,2,NA,NA,NA
"Garrett Celek","TE","SF",2534820,1988-05-29,3.5942436661699,2.5625,4.28989641458427,1.00932168608663,36,0.344243666169895,13,4,53.8,7.2,5.4781923346438
"Gary Barnidge","TE","CLE",1060,1985-09-22,12.875,12.875,12.875,2.51843599756742e-15,1,0.268750000000001,1,8,NA,NA,NA
"Gavin Escobar","TE","DAL",2540211,1991-02-03,0,0,0,NA,90,0,0,3,NA,NA,NA
"Geno Smith","QB","NYJ",2539335,1990-10-10,0,0,0,NA,48,0,30,3,NA,NA,NA
"Geoff Swaim","TE","DAL",2553454,1993-09-16,0.4,0.4,0.4,7.85241294394891e-17,70,0.0360376304023844,23,1,55,17,10.8237644405479
"George Atkinson","RB","CLE",2550540,1992-11-29,0,0,0,NA,109,0,28,2,NA,NA,NA
"Gerald Christian","TE","BUF",2552462,1991-08-26,0,0,0,NA,90,0,0,1,NA,NA,NA
"Geremy Davis","WR","SD",2552654,1992-01-10,0,0,0,NA,154,0,39,1,NA,NA,NA
"Geronimo Allison","WR","GB",2556460,1994-01-18,0,0,0,NA,154,0,39,0,67.8,13.8,9.34188018528344
"Giants","DST","NYG",100023,NA,9.44366616989568,5.2,12.4820655103529,5.76066930723746,23,0.0540983606557397,15,46,15.5,3.4,5.89012962706664
"Giovani Bernard","RB","CIN",2540156,1991-11-22,6.6883258924136,4.215,8.09160608225434,1.8796988174307,36,0.0446653271591799,10,3,42.8,3,3.42108885609704
"Glenn Gronkowski","RB","FA",2556544,1993-03-25,0,0,0,NA,109,0,28,0,NA,NA,NA
"Glenn Winston","RB","CLE",2551357,1989-04-29,0,0,0,NA,109,0,28,2,NA,NA,NA
"Golden Tate","WR","DET",497326,1988-08-02,11.5786428571429,8.315,14.3213030343008,3.33778551818398,25,0.149343015214384,5,6,18.4,3.4,3.03523857537453
"Graham Gano","K","CAR",71309,1987-04-09,5.64497854370175,2.65257142857143,8.70838064295486,3.36769707854514,16,0.086258595291441,4,7,7.1,3.2,6.86502637016055
"Greg Olsen","TE","CAR",2495700,1985-03-11,10.9274761904762,9.475,12.1663890941073,1.50142996163905,4,0.279147470016323,2,9,NA,NA,NA
"Greg Scruggs","TE","NE",2535138,1990-08-17,0.5875,0.5875,0.5875,1.57009975578838e-16,63,0.0500000000000002,20,4,NA,NA,NA
"Greg Zuerlein","K","LAR",2534797,1987-12-27,5.5191511500344,2.0327619047619,7.38947450805009,2.49022983118879,18,1.4993824568207,4,4,19.3,4.3,8.00065670073518
"Harry Douglas","WR","TEN",222,1984-09-16,2.5929178470255,1.875,3.16163454791174,0.782756677478503,109,0.270024989882639,26,8,NA,NA,NA
"Ifeanyi Momah","TE","FA",2541096,1989-10-23,0.45,0.45,0.45,0,69,0.0672876304023846,22,3,NA,NA,NA
"Isaiah Burse","WR","SD",2550182,1991-12-08,0,0,0,NA,154,0,39,2,NA,NA,NA
"Isaiah Crowell","RB","CLE",2550189,1993-01-08,7.93991874955645,6.59619970193741,9.29100085919719,1.60193260345807,29,0.441835714285713,9,2,14.9,2.5,3.14373430179637
"J.J. Nelson","WR","ARI",2552656,1992-04-24,4.2107302533532,1.5,6.03843902713756,2.65182033052575,87,0.257084345942246,21,1,29.4,6.3,4.79382133198375
"Jace Amaro","TE","TEN",2543481,1992-06-26,0,0,0,NA,90,0,0,2,NA,NA,NA
"Jack Doyle","TE","IND",2540232,1990-05-05,4.02550298062593,2.4875,5.06250086646103,1.5045789109366,30,0.0919303912167244,11,3,10.1,3.3,3.35087282311054
"Jacob Tamme","TE","ATL",324,1985-03-15,3.125,3.125,3.125,0,39,0.0625000000000004,0,8,NA,NA,NA
"Jacquizz Rodgers","RB","TB",2495471,1990-02-06,0,0,0,NA,109,0,28,5,23.8,3.1,3.47655976695718
"Jaguars","DST","JAC",100015,NA,10.8949329359165,6.7,13.91774967272,5.75870413290658,13,0.104098360655739,9,46,10.3,3.2,5.55744698367158
"Jake Rudock","QB","DET",2556232,1993-01-21,0,0,0,NA,48,0.012,30,0,NA,NA,NA
"Jake Stoneburner","TE","NO",2539283,1989-08-25,0,0,0,NA,90,0,0,3,NA,NA,NA
"Jakeem Grant","WR","MIA",2556190,1992-10-30,0.5725,0.5725,0.5725,0,134,0.0725,32,0,NA,NA,NA
"Jalen Richard","RB","OAK",2556885,1993-10-15,2.2148956780924,1.005,3.03066734828267,1.18360207660346,78,0.022364725711447,19,0,48.3,4.5,4.25315251899906
"Jalin Marshall","WR","NYJ",2556606,1995-07-21,0,0,0,NA,154,0,39,0,NA,NA,NA
"Jalston Fowler","RB","TEN",2552464,1990-07-26,0.1325,0.1325,0.1325,0,103,0.0211792101341282,26,1,NA,NA,NA
"Jamaal Charles","RB","KC",925,1986-12-27,6.6275,6.6275,6.6275,0,38,0.094993585592877,11,8,NA,NA,NA
"Jameis Winston","QB","TB",2552033,1994-01-06,17.0118611898017,16.562,17.2438976253298,0.592555482634328,12,0.0961359773371164,6,1,13.5,2.9,6.22472327262312
"James Develin","RB","NE",2508101,1988-07-23,0.17,0.17,0.17,3.92620647197445e-17,101,0.0324999999999999,25,6,NA,NA,NA
"James Hanna","TE","DAL",2533028,1989-07-14,0,0,0,NA,90,0,0,4,67,9.5,6.732765379907
"James Starks","RB","GB",497206,1986-02-25,5,5,5,0,49,0.0490587804272229,15,6,NA,NA,NA
"James White","RB","NE",2543773,1992-02-03,6.65982113050884,6.22119970193741,6.9421511627907,0.369353674158614,37,0.055524701937407,11,2,31.1,4.9,4.4750361624396
"Jamison Crowder","WR","WAS",2552415,1993-06-17,4.57972619047619,1.575,7.51262134205426,3.48892989234684,79,0.093941269124727,18,1,34,4.9,3.94485034603447
"Jamize Olawale","RB","OAK",2536044,1989-04-17,1.44781669150522,0.6425,2.03592253562851,0.828772216774243,89,0.0659668405365128,20,4,93.7,11.3,8.0251744574882
"Jared Abbrederis","WR","DET",2543774,1990-12-17,0.893289865871833,0.01,1.53833787947151,0.909016425357528,127,0.111827496274218,29,2,NA,NA,NA
"Jared Cook","TE","GB",71265,1987-04-07,5.21096127247579,4.075,6.07976199379202,1.21170996624374,21,0.204377939142462,9,7,NA,NA,NA
"Jared Goff","QB","LAR",2555334,1994-10-14,0,0,0,NA,48,0,30,0,23.5,3,7.74638275268024
"Jarius Wright","WR","MIN",2532978,1989-11-25,1.38136237897649,0.8375,1.67708113456464,0.733623285481043,121,0.162778176293924,28,4,106.3,6.3,4.79382133198375
"Jaron Brown","WR","ARI",2541966,1990-01-08,3.88215350223547,2.075,5.10062601809171,1.7678802203505,89,0.0386549925484356,21,3,57.3,8.4,6.06727781090766
"Jarvis Landry","WR","MIA",2543488,1992-11-28,13.2580488668555,9.3325,15.7200674346162,3.69284400262036,19,0.548234730172535,4,2,25.8,4.4,3.64164642248116
"Jason Witten","TE","DAL",2505629,1982-05-06,8.11648541622312,5.6,9.94685677659855,2.699071490953,11,0.369421891228063,4,13,8.6,2.5,2.91449958997552
"Javontee Herndon","WR","SD",2550459,1991-06-29,0,0,0,NA,154,0,39,2,NA,NA,NA
"Javorius Allen","RB","BAL",2552631,1991-08-27,4.01,4.01,4.01,0,59,0.275047794737069,17,1,18.6,2.7,3.25467612351664
"Jay Ajayi","RB","MIA",2552582,1993-06-15,0,0,0,NA,109,0,28,1,2.7,1.6,2.64449610405516
"Jay Cutler","QB","CHI",2495824,1983-04-29,12.2,12.2,12.2,0,24,0.523181303116152,14,10,NA,NA,3.79321556663568
"Jay Prosch","RB","HOU",2543695,1992-08-21,0.0525,0.0525,0.0525,9.81551617993613e-18,106,0.02375,27,2,NA,NA,NA
"Jeff Cumberland","TE","SD",2507883,1987-05-02,0,0,0,NA,90,0,0,6,NA,NA,NA
"Jeff Driskel","QB","CIN",2555262,1993-04-23,0,0,0,NA,48,0,30,0,NA,NA,NA
"Jeff Heuerman","TE","DEN",2552399,1992-11-24,0.800108047690015,0.66,0.902426008467894,0.144188812298091,60,0.0187835320417287,19,1,48.6,6.6,5.15091240979253
"Jeff Janis","WR","GB",2543750,1991-06-09,0.435599850968703,0.3625,0.488983134852814,0.0752289455468299,139,0.0730998509687034,33,2,145,3,2.79267543653188
"Jerell Adams","TE","NYG",2555311,1992-12-31,0.5375,0.5375,0.5375,0,64,0.034174739195231,20,0,78,13,8.64189827487275
"Jeremy Hill","RB","CIN",2543603,1992-10-20,10.590869047619,6.0675,14.477179001759,4.7050972799851,17,0.533661232957915,6,2,55.7,4.5,4.25315251899906
"Jeremy Kerley","WR","SF",2495189,1988-11-30,3.125,3.125,3.125,0,102,0.0221144347455824,25,5,NA,NA,NA
"Jeremy Langford","RB","CHI",2552379,1991-12-06,8,8,8,0,28,0.157284821872118,9,1,NA,NA,NA
"Jeremy Maclin","WR","KC",80429,1988-05-11,12.526694329184,8.7,15.0359056554885,3.70491424233689,22,0.40648599585062,4,7,NA,NA,NA
"Jeremy Ross","WR","ARI",2530598,1988-03-06,0,0,0,NA,154,0,39,5,NA,NA,NA
"Jerick McKinnon","RB","MIN",2543715,1992-05-03,2.81752113050884,1.08,3.77421617399746,1.2847702163323,70,0.0787711305088363,18,2,63,5.3,4.69691980588014
"Jermaine Gresham","TE","ARI",497238,1988-06-16,3.62550298062593,2.0875,4.66250086646103,1.5045789109366,35,0.197131147540984,12,6,32.2,2.9,3.13268620654303
"Jermaine Kearse","WR","SEA",2532887,1990-02-06,4.42257952973721,4.375,4.45896908874522,0.0507522498950257,81,0.0111271487848246,19,4,NA,NA,NA
"Jerome Cunningham","TE","FA",2551359,1991-05-25,0,0,0,NA,90,0,0,2,NA,NA,NA
"Jerome Felton","RB","BUF",230,1986-07-03,0,0,0,NA,109,0,28,8,NA,NA,NA
"Jesse James","TE","PIT",2552633,1994-06-04,4.91316666666667,4.385,5.48962288481142,0.679287997646629,23,0.323444438823688,9,1,22.9,3.4,3.40541947725242
"Jets","DST","NYJ",100024,NA,9.65380029806259,5.8,13.7833442804144,4.99110862795876,21,0.141132637853948,13,46,27.6,2.3,2.8822401592074
"Jhurell Pressley","RB","FA",2556656,1992-05-20,0,0,0,NA,109,0,28,0,NA,NA,NA
"Jim Dray","TE","SF",497226,1986-12-31,0,0,0,NA,90,0,0,6,NA,NA,NA
"Jimmy Garoppolo","QB","NE",2543801,1991-11-02,12.8116147308782,11.7,13.6922083322504,1.21201033932155,22,0.523012747875351,12,2,NA,NA,6.35201918172044
"Jimmy Graham","TE","SEA",497236,1986-11-24,5.34722351146122,2.97119970193741,7.05640151811192,2.19107988751308,20,0.191742875223319,8,6,12.8,4.9,4.2236192893806
"Joe Banyard","RB","JAC",2535696,1988-11-22,0,0,0,0,109,0,28,4,NA,NA,NA
"Joe Flacco","QB","BAL",382,1985-01-16,11.5765042492918,10.3,12.5877192348676,1.39179187298758,26,0.47650424929178,15,8,25.7,2.2,5.87434482041993
"Joe Kerridge","RB","GB",2556415,1992-09-17,0,0,0,NA,109,0,28,0,NA,NA,NA
"Joe Webb","QB","CAR",1037347,1986-11-14,0,0,0,NA,48,0,30,6,NA,NA,NA
"John Brown","WR","ARI",2543847,1990-04-03,7.82428571428571,5.725,9.29933180428134,1.91849797352431,46,0.178550064216558,9,2,66.2,10,7.03753036627826
"John Kuhn","RB","NO",2506147,1982-09-09,0,0,0,NA,109,0,28,10,92.8,3.6,3.75391432125785
"John Phillips","TE","NO",71435,1987-06-11,0.2375,0.2375,0.2375,0,81,0.025,25,7,NA,NA,NA
"Johnny Holton","WR","OAK",2556805,1991-08-22,0.0448584202682563,0,0.0751041919384466,0.0438835515689841,152,0.0386084202682563,39,0,135,2,2.18626758942525
"Jonathan Krause","WR","FA",2550216,1992-01-18,0,0,0,NA,154,0,39,2,NA,NA,NA
"Jonathan Stewart","RB","CAR",949,1987-03-21,9.30645714285714,7.19,11.6242887598945,2.76118348964941,20,0.557271034231851,7,8,20.8,3,3.42108885609704
"Jordan Cameron","TE","MIA",2495267,1988-08-07,3.75,3.75,3.75,Inf,34,0.140126676602087,12,5,NA,NA,NA
"Jordan Gay","K","BUF",2542060,1990-03-29,0,0,0,NA,30,0,10,2016,NA,NA,NA
"Jordan Howard","RB","CHI",2555418,1994-11-02,6.09923541622312,1.34619970193741,10.9376513485383,5.72983614043808,44,0.528241294508045,12,0,29.8,4.4,4.19768160813893
"Jordan Matthews","WR","PHI",2543500,1992-07-16,7.75522130013831,6.875,8.42842814178649,0.938916623057979,47,0.326941538233551,9,2,NA,NA,NA
"Jordan Norwood","WR","DEN",71417,1986-09-28,0,0,0,NA,154,0,0,7,NA,NA,NA
"Jordan Reed","TE","WAS",2540160,1990-07-03,10.4955330352707,8.375,12.5157262630632,2.41991050127963,6,0.767784072615141,2,3,5,3.3,3.35087282311054
"Jordan Taylor","WR","DEN",2553606,1992-02-18,1.80637853949329,-0.02,3.03781352892247,1.78668745673721,118,0.296769828445135,28,1,124.8,1.6,1.9437044505826
"Jordan Todman","RB","IND",2495472,1990-02-24,0,0,0,NA,109,0,28,5,NA,NA,NA
"Jordy Nelson","WR","GB",1032,1985-05-31,13.6433306543184,11.7425,15.127380066933,1.82607682563562,17,0.262231532093915,3,8,13.7,7.4,5.46086996380104
"Josh Bellamy","WR","CHI",2535964,1989-05-18,0.850424739195231,0.7225,0.943845485992425,0.131650654706952,128,0.14717958271237,30,4,85.4,10.5,7.34073428983158
"Josh Boyce","WR","FA",2540181,1991-05-06,0,0,0,NA,154,0,39,3,NA,NA,NA
"Josh Doctson","WR","WAS",2555343,1992-12-03,3.58897168405365,1,5.33458479187606,2.53270783340994,96,0.0389716840536511,24,0,90.5,10.5,7.34073428983158
"Josh Gordon","WR","CLE",2537931,1991-04-13,0,0,0,NA,154,0,39,4,NA,NA,NA
"Josh Hill","TE","NO",2541834,1990-05-21,1.99517857142857,1.25,2.76195530523256,0.907161697732294,52,0.0609497104770385,17,3,51.3,8.3,6.07820553020446
"Josh Huff","WR","TB",2543746,1991-10-14,0,0,0,NA,154,0,39,2,NA,NA,NA
"Josh Lambo","K","SD",2553833,1990-11-19,1.57261410788382,0,2.60379684472131,1.52256749685078,28,1.57261410788382,10,1,NA,NA,4.37916509481846
"Josh McCown","QB","CLE",2505076,1979-07-04,0,0,0,NA,48,0,30,14,NA,NA,NA
"Joshua Perkins","TE","ATL",2556444,1993-08-05,0,0,0,NA,90,0,26,0,NA,NA,NA
"Julian Edelman","WR","NE",238498,1986-05-22,9.72027620396601,9.315,10.0413259544663,0.441878769544316,36,0.412384686330636,6,7,NA,NA,NA
"Julio Jones","WR","ATL",2495454,1989-02-03,16.824002679015,14.3375,18.5923646999975,2.22598082980078,3,0.346300298062594,2,5,2.2,0.8,1.4585781728973
"Julius Thomas","TE","JAC",2495353,1988-06-27,12.875,12.875,12.875,2.51843599756742e-15,1,1.2425119047619,2,5,NA,NA,NA
"Justin Blackmon","WR","JAC",2533038,1990-01-09,0,0,0,NA,154,0,39,4,NA,NA,NA
"Justin Forsett","RB","DEN",927,1985-10-14,0,0,0,NA,109,0,28,8,NA,NA,NA
"Justin Hardy","WR","ATL",2552418,1991-12-18,2.34578571428571,1.15,3.03491590214067,0.923903433512496,110,0.0604047619047621,27,1,107.1,10.9,7.58329742867423
"Justin Hunter","WR","BUF",2540151,1991-05-20,4.975,4.975,4.975,1.25638607103182e-15,74,0.143772159534454,17,3,NA,NA,NA
"Justin Perillo","TE","FA",2550243,1991-01-05,0,0,0,NA,90,0,0,2,NA,NA,NA
"Justin Tucker","K","BAL",2536340,1989-11-21,6.19489655611109,1.96561904761905,8.67348623853211,3.12707776731909,14,0.492547234583118,3,4,3.6,2.4,5.27468723772183
"Juwan Thompson","RB","DEN",2550263,1992-05-13,0,0,0,NA,109,0,28,2,NA,NA,NA
"KaDeem Carey","RB","CHI",2543551,1992-10-30,2.75,2.75,2.75,6.29608999391856e-16,71,0.0362499999999999,18,2,NA,NA,NA
"Kai Forbath","K","MIN",2495150,1987-09-02,2.8,2.8,2.8,0,21,0.395159059474412,7,5,19.7,3.9,5.14395348839728
"Kalif Raymond","WR","DEN",2556661,1994-08-08,0,0,0,0,154,0,39,0,NA,NA,NA
"Kapri Bibbs","RB","DEN",2550542,1993-01-10,0,0,0,NA,109,0,28,2,NA,NA,NA
"Karlos Williams","RB","PIT",2552380,1993-05-04,0,0,0,NA,109,0,28,1,NA,NA,NA
"Kasen Williams","WR","SEA",2554138,1992-05-20,0,0,0,NA,154,0,39,1,NA,NA,NA
"Keenan Allen","WR","SD",2540154,1992-04-27,14.177939142462,8.7,17.7698923424459,5.3036101140302,9,0.119260027662518,3,3,NA,NA,NA
"Keenan Reynolds","WR","FA",2555356,1993-12-13,0,0,0,NA,154,0,39,0,NA,NA,NA
"Keith Marshall","RB","WAS",2555459,1994-02-16,0,0,0,0,109,0,28,0,NA,NA,NA
"Keith Smith","RB","DAL",2550400,1992-04-08,0.1175,0.1175,0.1175,Inf,104,0.0386792101341282,26,2,NA,NA,NA
"Kellen Clemens","QB","SD",2506895,1983-06-06,0,0,0,NA,48,0,30,10,NA,NA,NA
"Kellen Davis","TE","FA",2507486,1985-10-11,0,0,0,NA,90,0,0,8,NA,NA,NA
"Kellen Moore","QB","DAL",2532917,1989-07-12,0,0,0,NA,48,0,30,4,NA,NA,NA
"Kelvin Benjamin","WR","CAR",2543471,1991-02-05,9.06578303527074,6.80119970193741,10.4464752906977,1.77999654843386,38,0.350845004109265,7,2,12.8,4.5,3.70228720719182
"Kendall Wright","WR","TEN",2532977,1989-11-12,8.625,8.625,8.625,NA,40,0.223129612873466,8,4,NA,NA,NA
"Kenjon Barner","RB","PHI",2539289,1989-04-28,1,1,1,0,92,0.0374012667660208,21,3,NA,NA,NA
"Kenneth Dixon","RB","BAL",2555229,1994-01-21,0,0,0,NA,109,0,28,0,NA,NA,NA
"Kenny Bell","WR","FA",2552421,1992-02-25,0,0,0,NA,154,0,39,1,NA,NA,NA
"Kenny Britt","WR","LAR",71217,1988-09-19,6.02085062240664,5.325,6.55304792289878,0.742251654714753,60,0.142254044803915,14,7,NA,NA,NA
"Kenny Stills","WR","MIA",2540202,1992-04-22,6.34947592067989,6.28,6.40451302076565,0.0757506462075973,57,0.187401064771448,13,3,53.2,4.6,3.76292799190248
"Kenyan Drake","RB","MIA",2555230,1994-01-26,0.02,0.02,0.02,3.47474786711817e-18,108,0.02,28,0,78.4,7.1,5.69539620136255
"Kerwynn Williams","RB","ARI",2539980,1991-06-09,4.78,4.78,4.78,0,53,0.370690030870769,16,3,48.7,5.4,4.75239071674027
"Kevin Hogan","QB","CLE",2555263,1992-10-20,0,0,0,NA,48,0,30,0,33.6,1.4,2.28784642641678
"Kevin Norwood","WR","NYG",2543689,1989-09-23,0,0,0,NA,154,0,39,2,NA,NA,NA
"Kevin White","WR","CHI",2553432,1992-06-25,4.9007380952381,2.915,6.17110465116279,1.85099244105767,75,0.147422308565751,17,1,NA,NA,NA
"Keyarris Garrett","WR","CAR",2556851,1992-09-26,0,0,0,NA,154,NA,39,0,NA,NA,NA
"Khari Lee","TE","DET",2553552,1992-01-16,0.2125,0.2125,0.2125,Inf,82,2.77555756156289e-17,25,1,NA,NA,NA
"Khiry Robinson","RB","NYJ",2542022,1989-12-28,0,0,0,NA,109,0,28,3,NA,NA,NA
